Game,Predicted,Actual
1152,3286.3,3300.0
1153,3312.0,3302.0
1154,3310.9,3304.0
1155,3309.0,3306.0
1156,3302.1,3308.0
1157,3305.3,3308.0
1158,3298.7,3308.0
1159,3309.6,3309.0
1160,3310.1,3311.0
1161,3300.9,3313.0
1162,3293.9,3317.0
1163,3274.2,3305.0
1164,3316.7,3292.0
1165,3316.6,3294.0
1166,3307.3,3296.0
1167,3299.6,3299.0
1168,3297.0,3301.0
1169,3282.9,3303.0
1170,3245.1,3289.0
1171,3273.1,3291.0
1172,3257.1,3293.0
1173,3272.0,3295.0
1174,3289.1,3297.0
1175,3263.1,3283.0
1176,3276.2,3269.0
1177,3263.3,3272.0
1178,3255.5,3267.0
1179,3252.8,3270.0
1180,3262.3,3273.0
1181,3268.0,3276.0
1182,3242.6,3260.0
1183,3251.2,3260.0
1184,3247.1,3260.0
1185,3260.8,3260.0
1186,3260.9,3261.0
1187,3279.9,3263.0
1188,3285.7,3267.0
1189,3294.1,3271.0
1190,3281.0,3268.0
1191,3314.5,3273.0
1192,3291.7,3263.0
1193,3311.0,3267.0
1194,3284.8,3255.0
1195,3297.1,3259.0
1196,3297.0,3263.0
1197,3286.3,3267.0
1198,3266.0,3271.0
1199,3270.7,3275.0
1200,3270.8,3279.0
1201,3277.6,3283.0
1202,3289.2,3287.0
1203,3287.5,3291.0
1204,3289.9,3279.0
1205,3324.9,3267.0
1206,3316.8,3264.0
1207,3318.5,3269.0
1208,3316.0,3274.0
1209,3308.1,3262.0
1210,3312.4,3259.0
1211,3305.8,3264.0
1212,3292.2,3269.0
1213,3268.4,3271.0
1214,3254.5,3274.0
1215,3267.0,3279.0
1216,3253.2,3268.0
1217,3264.6,3274.0
1218,3255.2,3271.0
1219,3267.1,3277.0
1220,3260.2,3274.0
1221,3266.3,3263.0
1222,3270.4,3268.0
1223,3261.2,3257.0
1224,3268.3,3246.0
1225,3251.8,3236.0
1226,3242.4,3226.0
1227,3252.8,3245.0
1228,3252.4,3252.0
1229,3239.9,3259.0
1230,3226.2,3265.0
1231,3233.5,3271.0
1232,3233.2,3269.0
1233,3257.0,3259.0
1234,3261.9,3265.0
1235,3272.9,3271.0
1236,3279.7,3277.0
1237,3283.0,3277.0
1238,3285.7,3278.0
1239,3278.9,3279.0
1240,3289.1,3281.0
1241,3297.3,3284.0
1242,3283.2,3288.0
1243,3285.1,3293.0
1244,3269.3,3282.0
1245,3318.5,3284.0
1246,3315.5,3288.0
1247,3316.0,3285.0
1248,3329.7,3285.0
1249,3317.5,3286.0
1250,3317.9,3287.0
1251,3311.9,3289.0
1252,3318.7,3292.0
1253,3308.4,3296.0
1254,3308.6,3299.0
1255,3289.4,3288.0
1256,3322.8,3292.0
1257,3321.4,3290.0
1258,3328.8,3285.0
1259,3333.4,3287.0
1260,3313.6,3289.0
1261,3316.4,3291.0
1262,3314.1,3293.0
1263,3307.1,3287.0
1264,3299.8,3289.0
1265,3295.0,3291.0
1266,3278.6,3277.0
1267,3275.8,3279.0
1268,3262.7,3279.0
1269,3254.3,3280.0
1270,3244.9,3273.0
1271,3250.0,3273.0
1272,3243.5,3274.0
1273,3238.8,3276.0
1274,3257.6,3279.0
1275,3239.4,3267.0
1276,3238.8,3254.0
1277,3252.1,3248.0
1278,3259.5,3250.0
1279,3254.1,3250.0
1280,3254.8,3251.0
1281,3240.1,3236.0
1282,3249.2,3236.0
1283,3233.5,3237.0
1284,3232.8,3239.0
1285,3239.2,3243.0
1286,3256.8,3246.0
1287,3269.1,3247.0
1288,3297.9,3244.0
1289,3300.8,3248.0
1290,3290.3,3250.0
1291,3290.0,3236.0
1292,3292.5,3239.0
1293,3286.1,3242.0
1294,3268.4,3247.0
1295,3270.6,3251.0
1296,3278.7,3255.0
1297,3269.7,3243.0
1298,3283.3,3247.0
1299,3279.9,3243.0
1300,3285.9,3247.0
1301,3285.6,3251.0
1302,3285.3,3255.0
1303,3278.6,3243.0
1304,3293.9,3247.0
1305,3281.7,3251.0
1306,3269.2,3247.0
1307,3279.2,3251.0
1308,3286.9,3255.0
1309,3277.0,3259.0
1310,3284.5,3263.0
1311,3282.2,3266.0
1312,3302.2,3268.0
1313,3298.0,3271.0
1314,3297.6,3258.0
1315,3325.9,3262.0
1316,3306.3,3258.0
1317,3327.3,3262.0
1318,3312.8,3266.0
1319,3313.9,3270.0
1320,3308.4,3273.0
1321,3309.2,3276.0
1322,3308.4,3279.0
1323,3306.2,3281.0
1324,3310.8,3284.0
1325,3305.5,3279.0
1326,3342.6,3282.0
1327,3324.5,3284.0
1328,3328.4,3288.0
1329,3308.5,3276.0
1330,3310.5,3281.0
1331,3285.5,3278.0
1332,3274.3,3283.0
1333,3263.9,3287.0
1334,3265.4,3291.0
1335,3265.1,3295.0
1336,3255.7,3291.0
1337,3276.0,3295.0
1338,3268.5,3297.0
1339,3280.5,3299.0
1340,3282.0,3285.0
1341,3272.0,3287.0
1342,3252.9,3273.0
1343,3248.6,3267.0
1344,3247.1,3270.0
1345,3237.8,3273.0
1346,3235.1,3275.0
1347,3219.7,3277.0
1348,3216.8,3279.0
1349,3205.4,3281.0
1350,3203.7,3283.0
1351,3221.2,3285.0
1352,3242.6,3287.0
1353,3240.4,3289.0
1354,3241.0,3289.0
1355,3240.6,3289.0
1356,3236.5,3290.0
1357,3233.7,3291.0
1358,3236.1,3293.0
1359,3246.6,3299.0
1360,3240.5,3305.0
1361,3238.7,3309.0
1362,3231.8,3300.0
1363,3311.9,3303.0
1364,3293.7,3308.0
1365,3284.8,3297.0
1366,3300.4,3302.0
1367,3306.1,3307.0
1368,3301.6,3312.0
1369,3298.2,3317.0
1370,3311.9,3321.0
1371,3306.9,3309.0
1372,3332.1,3314.0
1373,3336.3,3319.0
1374,3334.7,3308.0
1375,3338.8,3305.0
1376,3348.5,3310.0
1377,3337.5,3315.0
1378,3345.4,3320.0
1379,3320.2,3309.0
1380,3331.2,3314.0
1381,3320.6,3319.0
1382,3327.9,3321.0
1383,3316.2,3318.0
1384,3343.1,3323.0
1385,3341.4,3328.0
1386,3322.0,3324.0
1387,3339.5,3329.0
1388,3320.8,3316.0
1389,3330.3,3320.0
1390,3309.8,3324.0
1391,3309.2,3320.0
1392,3307.0,3324.0
1393,3310.6,3328.0
1394,3302.7,3331.0
1395,3301.9,3334.0
1396,3300.6,3329.0
1397,3318.7,3332.0
1398,3301.0,3320.0
1399,3304.5,3309.0
1400,3304.4,3314.0
1401,3289.8,3319.0
1402,3293.6,3324.0
1403,3288.8,3329.0
1404,3283.4,3333.0
1405,3281.1,3329.0
1406,3305.8,3333.0
1407,3296.8,3337.0
1408,3293.6,3339.0
1409,3297.2,3341.0
1410,3308.0,3327.0
1411,3325.6,3329.0
1412,3303.4,3323.0
1413,3312.6,3317.0
1414,3319.0,3303.0
1415,3304.7,3306.0
1416,3300.1,3309.0
1417,3299.0,3304.0
1418,3326.9,3307.0
1419,3326.8,3310.0
1420,3323.2,3313.0
1421,3317.1,3313.0
1422,3325.6,3313.0
1423,3328.4,3314.0
1424,3323.3,3315.0
1425,3328.8,3317.0
1426,3326.3,3320.0
1427,3328.0,3308.0
1428,3365.9,3311.0
1429,3353.6,3314.0
1430,3358.9,3318.0
1431,3351.8,3313.0
1432,3364.6,3318.0
1433,3331.7,3306.0
1434,3335.7,3311.0
1435,3337.9,3316.0
1436,3328.5,3305.0
1437,3325.4,3310.0
1438,3310.1,3315.0
1439,3301.1,3320.0
1440,3310.2,3324.0
1441,3302.5,3320.0
1442,3320.0,3324.0
1443,3321.9,3312.0
1444,3322.4,3317.0
1445,3314.4,3321.0
1446,3307.3,3318.0
1447,3335.2,3307.0
1448,3313.6,3296.0
1449,3301.5,3286.0
1450,3296.0,3284.0
1451,3316.0,3290.0
1452,3296.1,3280.0
1453,3291.0,3270.0
1454,3298.0,3269.0
1455,3295.4,3276.0
1456,3286.3,3283.0
1457,3293.1,3289.0
1458,3301.4,3295.0
1459,3312.7,3293.0
1460,3330.0,3299.0
1461,3324.6,3305.0
1462,3314.0,3302.0
1463,3325.8,3307.0
1464,3316.0,3296.0
1465,3331.2,3302.0
1466,3327.3,3307.0
1467,3314.1,3304.0
1468,3319.8,3293.0
1469,3318.3,3299.0
1470,3306.3,3305.0
1471,3304.1,3310.0
1472,3299.4,3314.0
1473,3312.6,3318.0
1474,3298.5,3306.0
1475,3330.4,3310.0
1476,3323.3,3314.0
1477,3313.7,3318.0
1478,3334.4,3322.0
1479,3335.1,3309.0
1480,3361.9,3313.0
1481,3320.9,3301.0
1482,3333.5,3297.0
1483,3328.8,3301.0
1484,3323.0,3289.0
1485,3318.7,3294.0
1486,3299.0,3298.0
1487,3303.3,3302.0
1488,3269.6,3290.0
1489,3282.0,3294.0
1490,3283.6,3290.0
1491,3315.9,3294.0
1492,3310.0,3298.0
1493,3299.4,3302.0
1494,3298.2,3306.0
1495,3320.9,3310.0
1496,3321.9,3313.0
1497,3298.8,3315.0
1498,3294.7,3317.0
1499,3295.0,3313.0
1500,3330.5,3317.0
1501,3329.3,3320.0
1502,3313.3,3305.0
1503,3290.7,3300.0
1504,3282.0,3287.0
1505,3265.1,3291.0
1506,3253.4,3295.0
1507,3272.0,3300.0
1508,3279.4,3297.0
1509,3290.3,3302.0
1510,3287.0,3307.0
1511,3274.2,3296.0
1512,3277.7,3301.0
1513,3298.0,3301.0
1514,3291.1,3301.0
1515,3312.7,3302.0
1516,3302.9,3288.0
1517,3305.9,3289.0
1518,3288.5,3292.0
1519,3291.6,3294.0
1520,3291.6,3298.0
1521,3302.3,3302.0
1522,3321.0,3308.0
1523,3315.3,3308.0
1524,3340.8,3310.0
1525,3324.9,3296.0
1526,3313.7,3290.0
1527,3330.7,3293.0
1528,3331.7,3296.0
1529,3310.7,3282.0
1530,3297.3,3285.0
1531,3279.7,3288.0
1532,3279.0,3291.0
1533,3280.0,3294.0
1534,3273.8,3294.0
1535,3273.8,3294.0
1536,3296.6,3295.0
1537,3295.5,3297.0
1538,3283.1,3300.0
1539,3275.1,3286.0
1540,3342.7,3288.0
1541,3335.3,3290.0
1542,3331.7,3293.0
1543,3328.9,3290.0
1544,3342.7,3293.0
1545,3344.6,3293.0
1546,3338.9,3294.0
1547,3340.4,3295.0
1548,3338.0,3297.0
1549,3333.1,3300.0
1550,3341.6,3304.0
1551,3330.9,3301.0
1552,3358.1,3305.0
1553,3354.4,3308.0
1554,3334.4,3307.0
1555,3351.0,3310.0
1556,3351.2,3313.0
1557,3347.3,3316.0
1558,3339.0,3311.0
1559,3367.7,3314.0
1560,3359.7,3317.0
1561,3340.4,3304.0
1562,3345.9,3308.0
1563,3323.1,3312.0
1564,3329.4,3315.0
1565,3316.0,3302.0
1566,3310.1,3306.0
1567,3305.7,3310.0
1568,3296.3,3313.0
1569,3288.1,3316.0
1570,3294.0,3319.0
1571,3301.3,3322.0
1572,3294.3,3317.0
1573,3332.1,3312.0
1574,3344.5,3315.0
1575,3333.3,3318.0
1576,3332.0,3322.0
1577,3329.0,3326.0
1578,3331.8,3314.0
1579,3340.1,3318.0
1580,3332.4,3323.0
1581,3332.5,3327.0
1582,3348.0,3331.0
1583,3355.3,3334.0
1584,3344.6,3329.0
1585,3365.3,3333.0
1586,3364.5,3337.0
1587,3362.2,3341.0
1588,3363.0,3345.0
1589,3364.0,3348.0
1590,3363.3,3351.0
1591,3364.5,3353.0
1592,3357.1,3347.0
1593,3381.6,3349.0
1594,3373.0,3351.0
1595,3368.4,3354.0
1596,3361.3,3349.0
1597,3378.6,3336.0
1598,3375.0,3340.0
1599,3359.8,3342.0
1600,3341.3,3344.0
1601,3312.2,3330.0
1602,3310.8,3324.0
1603,3319.5,3318.0
1604,3324.3,3321.0
1605,3308.9,3323.0
1606,3302.0,3309.0
1607,3310.6,3312.0
1608,3309.1,3315.0
1609,3299.2,3318.0
1610,3311.7,3318.0
1611,3310.3,3318.0
1612,3314.6,3319.0
1613,3305.8,3320.0
1614,3297.3,3322.0
1615,3274.4,3309.0
1616,3293.0,3304.0
1617,3301.9,3305.0
1618,3286.6,3308.0
1619,3291.9,3303.0
1620,3303.1,3306.0
1621,3299.2,3306.0
1622,3305.7,3306.0
1623,3299.4,3306.0
1624,3309.2,3306.0
1625,3316.1,3306.0
1626,3338.4,3306.0
1627,3340.4,3306.0
1628,3325.6,3306.0
1629,3320.5,3306.0
1630,3321.4,3306.0
1631,3320.8,3306.0
1632,3316.1,3306.0
1633,3314.6,3298.0
1634,3361.8,3298.0
1635,3352.7,3298.0
1636,3347.3,3299.0
1637,3347.2,3301.0
1638,3350.8,3304.0
1639,3349.5,3299.0
1640,3371.2,3290.0
1641,3369.8,3292.0
1642,3357.4,3295.0
1643,3351.6,3295.0
1644,3350.5,3296.0
1645,3348.7,3297.0
1646,3340.0,3299.0
1647,3333.3,3302.0
1648,3327.5,3306.0
1649,3322.1,3301.0
1650,3356.1,3305.0
1651,3349.0,3310.0
1652,3337.7,3310.0
1653,3356.7,3314.0
1654,3348.8,3308.0
1655,3361.7,3310.0
1656,3341.2,3312.0
1657,3340.5,3314.0
1658,3349.7,3317.0
1659,3349.7,3320.0
1660,3351.4,3307.0
1661,3367.7,3310.0
1662,3361.1,3313.0
1663,3352.8,3308.0
1664,3372.3,3311.0
1665,3362.4,3314.0
1666,3362.4,3317.0
1667,3357.6,3320.0
1668,3351.6,3323.0
1669,3351.8,3326.0
1670,3334.2,3320.0
1671,3366.5,3315.0
1672,3362.4,3302.0
1673,3352.4,3305.0
1674,3324.8,3292.0
1675,3315.8,3287.0
1676,3321.1,3291.0
1677,3307.4,3295.0
1678,3313.8,3299.0
1679,3309.9,3303.0
1680,3315.4,3307.0
1681,3298.1,3311.0
1682,3302.6,3311.0
1683,3305.4,3311.0
1684,3301.8,3312.0
1685,3306.9,3314.0
1686,3305.0,3317.0
1687,3302.2,3320.0
1688,3298.8,3325.0
1689,3267.9,3321.0
1690,3324.6,3316.0
1691,3348.8,3322.0
1692,3337.1,3327.0
1693,3337.7,3329.0
1694,3316.5,3318.0
1695,3312.8,3316.0
1696,3320.4,3322.0
1697,3312.5,3328.0
1698,3302.0,3317.0
1699,3312.5,3315.0
1700,3316.0,3305.0
1701,3320.0,3311.0
1702,3304.9,3317.0
1703,3297.0,3307.0
1704,3318.5,3310.0
1705,3337.6,3313.0
1706,3322.5,3300.0
1707,3326.0,3303.0
1708,3327.5,3306.0
1709,3337.8,3301.0
1710,3333.7,3304.0
1711,3333.7,3307.0
1712,3330.8,3310.0
1713,3325.7,3313.0
1714,3319.8,3316.0
1715,3315.1,3319.0
1716,3318.5,3322.0
1717,3326.3,3325.0
1718,3314.8,3328.0
1719,3310.6,3331.0
1720,3313.0,3334.0
1721,3300.3,3321.0
1722,3329.3,3324.0
1723,3311.4,3311.0
1724,3307.8,3299.0
1725,3297.8,3303.0
1726,3295.9,3307.0
1727,3285.0,3303.0
1728,3310.2,3307.0
1729,3314.9,3311.0
1730,3318.1,3313.0
1731,3311.2,3299.0
1732,3339.3,3301.0
1733,3337.7,3303.0
1734,3330.9,3289.0
1735,3345.4,3291.0
1736,3340.5,3293.0
1737,3347.1,3295.0
1738,3344.9,3297.0
1739,3335.8,3299.0
1740,3324.1,3301.0
1741,3320.5,3301.0
1742,3323.5,3301.0
1743,3313.4,3302.0
1744,3294.1,3288.0
1745,3335.3,3288.0
1746,3318.7,3289.0
1747,3319.6,3291.0
1748,3297.4,3278.0
1749,3290.9,3271.0
1750,3284.0,3272.0
1751,3283.5,3275.0
1752,3285.6,3278.0
1753,3271.9,3265.0
1754,3296.5,3268.0
1755,3298.4,3263.0
1756,3302.7,3266.0
1757,3296.4,3269.0
1758,3301.5,3274.0
1759,3303.2,3278.0
1760,3303.0,3282.0
1761,3297.6,3286.0
1762,3280.4,3289.0
1763,3279.0,3292.0
1764,3278.4,3287.0
1765,3315.8,3291.0
1766,3313.4,3294.0
1767,3302.2,3281.0
1768,3314.1,3285.0
1769,3311.8,3281.0
1770,3315.7,3285.0
1771,3294.4,3285.0
1772,3296.5,3286.0
1773,3291.7,3287.0
1774,3281.6,3289.0
1775,3284.2,3291.0
1776,3289.5,3294.0
1777,3285.7,3291.0
1778,3333.1,3298.0
1779,3334.4,3303.0
1780,3345.3,3308.0
1781,3332.9,3311.0
1782,3343.4,3311.0
1783,3337.7,3311.0
1784,3320.8,3312.0
1785,3321.2,3313.0
1786,3307.1,3308.0
1787,3349.7,3310.0
1788,3335.5,3312.0
1789,3325.8,3307.0
1790,3338.8,3310.0
1791,3342.6,3316.0
1792,3338.5,3318.0
1793,3334.4,3322.0
1794,3313.4,3326.0
1795,3300.2,3314.0
1796,3323.4,3318.0
1797,3298.9,3306.0
1798,3284.2,3301.0
1799,3286.4,3289.0
1800,3266.0,3277.0
1801,3256.2,3265.0
1802,3248.1,3262.0
1803,3242.3,3267.0
1804,3230.2,3272.0
1805,3226.9,3277.0
1806,3237.2,3281.0
1807,3247.2,3285.0
1808,3263.0,3281.0
1809,3285.6,3285.0
1810,3293.0,3273.0
1811,3305.7,3278.0
1812,3301.1,3274.0
1813,3320.6,3279.0
1814,3309.7,3275.0
1815,3321.0,3280.0
1816,3314.5,3276.0
1817,3313.4,3272.0
1818,3318.4,3277.0
1819,3306.5,3273.0
1820,3314.4,3278.0
1821,3315.7,3275.0
1822,3334.5,3280.0
1823,3311.0,3284.0
1824,3311.9,3288.0
1825,3313.0,3292.0
1826,3293.9,3296.0
1827,3291.1,3300.0
1828,3291.5,3304.0
1829,3280.8,3291.0
1830,3316.0,3295.0
1831,3296.0,3283.0
1832,3287.7,3271.0
1833,3295.2,3268.0
1834,3292.1,3257.0
1835,3282.3,3257.0
1836,3265.2,3250.0
1837,3261.8,3250.0
1838,3257.9,3251.0
1839,3255.2,3253.0
1840,3264.4,3255.0
1841,3255.8,3242.0
1842,3285.1,3244.0
1843,3296.4,3247.0
1844,3301.2,3251.0
1845,3306.3,3256.0
1846,3305.7,3251.0
1847,3335.3,3255.0
1848,3313.6,3261.0
1849,3306.7,3266.0
1850,3283.8,3263.0
1851,3292.3,3268.0
1852,3281.0,3265.0
1853,3289.0,3270.0
1854,3279.6,3275.0
1855,3275.9,3280.0
1856,3283.8,3284.0
1857,3286.5,3286.0
1858,3296.8,3288.0
1859,3293.0,3291.0
1860,3292.0,3294.0
1861,3310.3,3297.0
1862,3315.6,3300.0
1863,3313.1,3302.0
1864,3306.9,3304.0
1865,3312.6,3307.0
1866,3296.1,3301.0
1867,3349.1,3306.0
1868,3340.5,3311.0
1869,3331.1,3308.0
1870,3343.3,3313.0
1871,3334.2,3318.0
1872,3329.3,3322.0
1873,3311.5,3322.0
1874,3306.6,3322.0
1875,3297.6,3323.0
1876,3287.6,3317.0
1877,3318.8,3318.0
1878,3315.5,3319.0
1879,3304.6,3322.0
1880,3310.9,3325.0
1881,3300.6,3325.0
1882,3307.5,3312.0
1883,3326.2,3315.0
1884,3319.0,3319.0
1885,3314.6,3323.0
1886,3320.9,3326.0
1887,3310.5,3329.0
1888,3305.7,3333.0
1889,3305.1,3337.0
1890,3304.2,3341.0
1891,3282.4,3328.0
1892,3302.8,3324.0
1893,3298.9,3312.0
1894,3292.8,3316.0
1895,3281.6,3320.0
1896,3270.4,3323.0
1897,3278.5,3326.0
1898,3279.2,3329.0
1899,3280.1,3332.0
1900,3268.9,3319.0
1901,3294.1,3322.0
1902,3304.4,3325.0
1903,3311.8,3328.0
1904,3325.3,3332.0
1905,3332.4,3336.0
1906,3334.4,3340.0
1907,3327.6,3344.0
1908,3321.7,3340.0
1909,3360.8,3344.0
1910,3342.8,3332.0
1911,3338.4,3320.0
1912,3333.1,3316.0
1913,3329.3,3321.0
1914,3295.9,3310.0
1915,3283.9,3307.0
1916,3290.1,3312.0
1917,3290.5,3317.0
1918,3286.2,3314.0
1919,3290.2,3303.0
1920,3301.3,3309.0
1921,3313.3,3314.0
1922,3302.4,3319.0
1923,3303.9,3316.0
1924,3332.1,3321.0
1925,3350.0,3326.0
1926,3324.9,3328.0
1927,3314.5,3330.0
1928,3315.9,3332.0
1929,3318.9,3336.0
1930,3318.6,3332.0
1931,3337.6,3336.0
1932,3331.5,3324.0
1933,3321.2,3328.0
1934,3317.5,3332.0
1935,3319.8,3334.0
1936,3329.0,3335.0
1937,3319.7,3321.0
1938,3323.0,3307.0
1939,3315.8,3310.0
1940,3314.0,3313.0
1941,3309.8,3316.0
1942,3308.8,3319.0
1943,3327.9,3321.0
1944,3319.5,3315.0
1945,3348.1,3318.0
1946,3343.5,3320.0
1947,3345.4,3322.0
1948,3363.2,3324.0
1949,3360.4,3310.0
1950,3354.6,3312.0
1951,3354.3,3314.0
1952,3349.5,3308.0
1953,3356.3,3311.0
1954,3340.3,3299.0
1955,3340.5,3303.0
1956,3335.8,3307.0
1957,3318.8,3307.0
1958,3307.4,3308.0
1959,3308.5,3309.0
1960,3294.4,3294.0
1961,3296.2,3279.0
1962,3292.5,3279.0
1963,3274.3,3264.0
1964,3272.4,3264.0
1965,3267.7,3264.0
1966,3267.6,3265.0
1967,3282.7,3267.0
1968,3282.1,3271.0
1969,3274.7,3275.0
1970,3273.8,3263.0
1971,3302.7,3267.0
1972,3299.9,3267.0
1973,3293.9,3268.0
1974,3302.6,3269.0
1975,3305.6,3271.0
1976,3297.4,3274.0
1977,3300.0,3277.0
1978,3287.5,3264.0
1979,3317.8,3267.0
1980,3318.9,3270.0
1981,3331.0,3265.0
1982,3324.4,3254.0
1983,3328.2,3242.0
1984,3330.1,3247.0
1985,3293.8,3243.0
1986,3307.7,3248.0
1987,3289.9,3252.0
1988,3282.0,3253.0
1989,3292.8,3257.0
1990,3269.9,3245.0
1991,3272.9,3241.0
1992,3285.1,3245.0
1993,3273.4,3233.0
1994,3272.8,3237.0
1995,3056.7,2896.0
1996,3054.7,2896.0
1997,3036.3,2896.0
1998,3034.9,2897.0
1999,3013.9,2901.0
2000,3023.5,2905.0
2001,3039.5,2914.0
2002,3040.7,2922.0
2003,3042.6,2930.0
2004,3034.7,2929.0
2005,3186.4,2919.0
2006,3394.3,3241.0
2007,3397.9,3244.0
2008,3374.8,3231.0
2009,3382.6,3235.0
2010,3364.3,3239.0
2011,3355.2,3243.0
2012,3353.9,3247.0
2013,3347.0,3251.0
2014,3357.5,3254.0
2015,3356.6,3257.0
2016,3265.9,3260.0
2017,3260.9,3263.0
2018,3271.4,3266.0
2019,3283.4,3270.0
2020,3273.7,3274.0
2021,3273.4,3278.0
2022,3270.8,3282.0
2023,3271.9,3285.0
2024,3253.6,3288.0
2025,3239.1,3275.0
2026,3291.7,3263.0
2027,3289.5,3267.0
2028,3273.0,3271.0
2029,3271.7,3271.0
2030,3243.1,3256.0
2031,3244.0,3256.0
2032,3218.8,3257.0
2033,3195.2,3258.0
2034,3210.4,3260.0
2035,3207.4,3263.0
2036,3220.3,3266.0
2037,3230.7,3270.0
2038,3208.8,3256.0
2039,3228.1,3251.0
2040,3241.2,3253.0
2041,3227.3,3242.0
2042,3245.0,3248.0
2043,3243.0,3253.0
2044,3240.5,3250.0
2045,3042.2,3255.0
2046,3038.7,3260.0
2047,3031.3,3265.0
2048,3043.9,3270.0
2049,3055.1,3274.0
2050,3057.6,3270.0
2051,3089.4,3274.0
2052,3087.7,3277.0
2053,3085.4,3280.0
2054,3082.1,3275.0
2055,3091.8,3278.0
2056,3282.4,3266.0
2057,3297.4,3270.0
2058,3255.2,3258.0
2059,3267.9,3262.0
2060,3254.4,3250.0
2061,3249.0,3239.0
2062,3250.7,3244.0
2063,3243.1,3249.0
2064,3237.4,3254.0
2065,3223.1,3251.0
2066,3233.8,3240.0
2067,3212.5,3229.0
2068,3232.5,3235.0
2069,3227.2,3240.0
2070,3226.0,3245.0
2071,3231.3,3234.0
2072,3246.7,3223.0
2073,3238.5,3221.0
2074,3239.6,3227.0
2075,3209.9,3217.0
2076,3198.9,3223.0
2077,3220.5,3229.0
2078,3233.4,3235.0
2079,3009.8,2919.0
2080,2992.1,2919.0
2081,2991.6,2919.0
2082,2994.7,2920.0
2083,2983.2,2922.0
2084,2982.5,2926.0
2085,2987.9,2930.0
2086,3008.2,2933.0
2087,2991.5,2925.0
2088,3002.9,2916.0
2089,3082.9,2920.0
2090,3276.7,3234.0
2091,3265.1,3225.0
2092,3272.8,3233.0
2093,3288.9,3240.0
2094,3296.1,3247.0
2095,3284.8,3238.0
2096,3291.9,3229.0
2097,3307.1,3228.0
2098,3325.7,3220.0
2099,3342.7,3212.0
2100,3255.5,3218.0
2101,3243.4,3216.0
2102,3252.9,3216.0
2103,3242.3,3217.0
2104,3226.3,3219.0
2105,3220.4,3221.0
2106,3214.7,3208.0
2107,3222.9,3194.0
2108,3204.8,3195.0
2109,3194.0,3197.0
2110,3192.5,3199.0
2111,3185.0,3201.0
2112,3196.8,3206.0
2113,3193.6,3211.0
2114,3204.6,3213.0
2115,3212.0,3215.0
2116,3201.1,3212.0
2117,3227.4,3201.0
2118,3240.4,3198.0
2119,3258.8,3203.0
2120,3247.0,3208.0
2121,3227.3,3213.0
2122,3215.2,3217.0
2123,3223.6,3221.0
2124,3219.8,3225.0
2125,3212.6,3229.0
2126,3213.3,3229.0
2127,3223.7,3230.0
2128,3241.4,3231.0
2129,3040.1,3233.0
2130,3037.5,3236.0
2131,3044.0,3240.0
2132,3045.1,3246.0
2133,3038.2,3247.0
2134,3102.8,3250.0
2135,3086.4,3257.0
2136,3079.0,3260.0
2137,2860.6,2920.0
2138,2849.8,2920.0
2139,2843.2,2920.0
2140,3046.0,2922.0
2141,3233.1,3250.0
2142,3253.0,3249.0
2143,3267.2,3256.0
2144,3253.3,3262.0
2145,3261.2,3268.0
2146,3251.1,3266.0
2147,3348.1,3254.0
2148,3333.2,3248.0
2149,3332.2,3250.0
2150,3311.5,3246.0
2151,3233.0,3242.0
2152,3259.1,3246.0
2153,3247.7,3251.0
2154,3252.1,3240.0
2155,3267.8,3245.0
2156,3263.2,3250.0
2157,3260.1,3255.0
2158,3264.4,3260.0
2159,3271.3,3265.0
2160,3264.5,3270.0
2161,3256.6,3275.0
2162,3251.8,3279.0
2163,3251.2,3283.0
2164,3232.7,3271.0
2165,3265.9,3276.0
2166,3255.0,3280.0
2167,3243.3,3280.0
2168,3248.5,3281.0
2169,3241.8,3282.0
2170,3247.4,3284.0
2171,3256.1,3286.0
2172,3248.4,3280.0
2173,3271.6,3275.0
2174,3279.7,3261.0
2175,3285.9,3263.0
2176,3266.7,3266.0
2177,3267.7,3270.0
2178,3239.8,3270.0
2179,3236.3,3271.0
2180,3240.7,3272.0
2181,3234.7,3267.0
2182,3275.3,3268.0
2183,3276.3,3272.0
2184,3284.7,3278.0
2185,3277.1,3268.0
2186,3291.5,3274.0
2187,3047.1,3266.0
2188,3069.4,3269.0
2189,2837.4,2922.0
2190,2817.3,2922.0
2191,3027.8,2922.0
2192,3006.7,2924.0
2193,3002.4,2918.0
2194,3017.6,2920.0
2195,3013.3,2915.0
2196,3026.1,2917.0
2197,3012.9,2911.0
2198,3013.5,2897.0
2199,3097.2,2888.0
2200,3340.2,3272.0
2201,3319.1,3272.0
2202,3333.0,3273.0
2203,3336.7,3274.0
2204,3334.6,3276.0
2205,3335.0,3271.0
2206,3359.0,3273.0
2207,3352.9,3261.0
2208,3360.7,3263.0
2209,3375.8,3258.0
2210,3295.6,3261.0
2211,3287.0,3256.0
2212,3294.8,3256.0
2213,3282.2,3257.0
2214,3265.3,3258.0
2215,3272.8,3260.0
2216,3279.8,3264.0
2217,3275.7,3254.0
2218,3299.3,3256.0
2219,3293.1,3258.0
2220,3259.0,3246.0
2221,3270.8,3249.0
2222,3254.4,3256.0
2223,3249.5,3260.0
2224,3230.9,3256.0
2225,3233.5,3244.0
2226,3223.2,3249.0
2227,3211.6,3254.0
